Srvy_Nm,Species,Common,Site,Trail,Camr_Nm,Paired,Latitud,Longitd,X,Y,UTM zone,Cmr_S_D,Cmr_E_D,Date,Time
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,1/12/2010,3/29/2010,3/14/2010,21:47
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,3/29/2010,5/21/2010,3/14/2010,21:47
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,4/2/2010,5/22/2010,12/16/2009,5:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,10/10/2009,1/9/2010,12/16/2009,5:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,1/9/2010,4/2/2010,12/16/2009,5:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,4/2/2010,5/22/2010,12/29/2009,2:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,10/10/2009,1/9/2010,12/29/2009,2:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,1/9/2010,4/2/2010,12/29/2009,2:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,4/2/2010,5/22/2010,1/3/2010,20:41
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,10/10/2009,1/9/2010,1/3/2010,20:41
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,1/9/2010,4/2/2010,1/3/2010,20:41
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,4/2/2010,5/22/2010,1/17/2010,22:48
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,10/10/2009,1/9/2010,1/17/2010,22:48
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,1/9/2010,4/2/2010,1/17/2010,22:48
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,4/2/2010,5/22/2010,3/11/2010,17:08
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,10/10/2009,1/9/2010,3/11/2010,17:08
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,1/9/2010,4/2/2010,3/11/2010,17:08
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,4/2/2010,5/22/2010,3/16/2010,18:05
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,10/10/2009,1/9/2010,3/16/2010,18:05
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,1/9/2010,4/2/2010,3/16/2010,18:05
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,4/2/2010,5/22/2010,3/31/2010,18:40
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,10/10/2009,1/9/2010,3/31/2010,18:40
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,1/9/2010,4/2/2010,3/31/2010,18:40
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU72B,Yes,5.375313,101.4193724,768118,594682,,12/30/2009,3/2/2010,3/5/2010,19:41
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU72B,Yes,5.375313,101.4193724,768118,594682,,3/2/2010,5/20/2010,3/5/2010,19:41
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU72B,Yes,5.375313,101.4193724,768118,594682,,12/30/2009,3/2/2010,3/6/2010,7:30
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU72B,Yes,5.375313,101.4193724,768118,594682,,3/2/2010,5/20/2010,3/6/2010,7:30
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU72B,Yes,5.375313,101.4193724,768118,594682,,12/30/2009,3/2/2010,3/29/2010,6:45
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU72B,Yes,5.375313,101.4193724,768118,594682,,3/2/2010,5/20/2010,3/29/2010,6:45
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,10/12/2009,1/10/2010,10/20/2009,0:11
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,1/10/2010,4/9/2010,10/20/2009,0:11
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,4/9/2010,5/22/2010,10/20/2009,0:11
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,10/12/2009,1/10/2010,10/23/2009,19:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,1/10/2010,4/9/2010,10/23/2009,19:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,4/9/2010,5/22/2010,10/23/2009,19:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,10/12/2009,1/10/2010,10/28/2009,4:21
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,1/10/2010,4/9/2010,10/28/2009,4:21
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,4/9/2010,5/22/2010,10/28/2009,4:21
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,10/12/2009,1/10/2010,11/30/2009,23:30
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,1/10/2010,4/9/2010,11/30/2009,23:30
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,4/9/2010,5/22/2010,11/30/2009,23:30
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,10/12/2009,1/10/2010,1/16/2010,21:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,1/10/2010,4/9/2010,1/16/2010,21:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,4/9/2010,5/22/2010,1/16/2010,21:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,10/12/2009,1/10/2010,4/12/2010,4:26
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,1/10/2010,4/9/2010,4/12/2010,4:26
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,4/9/2010,5/22/2010,4/12/2010,4:26
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,10/12/2009,1/10/2010,4/15/2010,6:46
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,1/10/2010,4/9/2010,4/15/2010,6:46
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,4/9/2010,5/22/2010,4/15/2010,6:46
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,10/12/2009,1/10/2010,5/10/2010,4:24
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,1/10/2010,4/9/2010,5/10/2010,4:24
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,4/9/2010,5/22/2010,5/10/2010,4:24
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,10/12/2009,1/10/2010,5/16/2010,23:50
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,1/10/2010,4/9/2010,5/16/2010,23:50
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,4/9/2010,5/22/2010,5/16/2010,23:50
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU75B,Yes,5.2990099,101.4026353,766295,586232,,10/11/2009,1/9/2010,1/13/2010,23:23
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU75B,Yes,5.2990099,101.4026353,766295,586232,,1/9/2010,5/20/2010,1/13/2010,23:23
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU75B,Yes,5.2990099,101.4026353,766295,586232,,10/11/2009,1/9/2010,5/14/2010,0:18
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU75B,Yes,5.2990099,101.4026353,766295,586232,,1/9/2010,5/20/2010,5/14/2010,0:18
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU77B,Yes,5.2480016,101.4367833,770105,580604,,1/14/2010,4/3/2010,1/26/2010,1:02
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU77B,Yes,5.2480016,101.4367833,770105,580604,,4/3/2010,5/15/2010,1/26/2010,1:02
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU77B,Yes,5.2480016,101.4367833,770105,580604,,1/14/2010,4/3/2010,2/22/2010,3:17
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU77B,Yes,5.2480016,101.4367833,770105,580604,,4/3/2010,5/15/2010,2/22/2010,3:17
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU77B,Yes,5.2480016,101.4367833,770105,580604,,1/14/2010,4/3/2010,3/6/2010,1:48
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU77B,Yes,5.2480016,101.4367833,770105,580604,,4/3/2010,5/15/2010,3/6/2010,1:48
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU78A,Yes,5.2334133,101.4522898,771831,578996,,4/3/2010,5/22/2010,5/13/2010,4:14
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,TU79B,Yes,5.2976302,101.4191332,768126,586087,,10/11/2009,1/8/2010,11/25/2009,21:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,TU79B,Yes,5.2976302,101.4191332,768126,586087,,1/8/2010,3/28/2010,11/25/2009,21:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,TU79B,Yes,5.2976302,101.4191332,768126,586087,,3/28/2010,5/22/2010,11/25/2009,21:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,TU79B,Yes,5.2976302,101.4191332,768126,586087,,10/11/2009,1/8/2010,4/10/2010,21:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,TU79B,Yes,5.2976302,101.4191332,768126,586087,,1/8/2010,3/28/2010,4/10/2010,21:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,TU79B,Yes,5.2976302,101.4191332,768126,586087,,3/28/2010,5/22/2010,4/10/2010,21:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,TU79B,Yes,5.2976302,101.4191332,768126,586087,,10/11/2009,1/8/2010,5/10/2010,21:26
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,TU79B,Yes,5.2976302,101.4191332,768126,586087,,1/8/2010,3/28/2010,5/10/2010,21:26
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,TU79B,Yes,5.2976302,101.4191332,768126,586087,,3/28/2010,5/22/2010,5/10/2010,21:26
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,10/12/2009,10/30/2009,10/24/2009,21:50
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,1/18/2010,4/2/2010,10/24/2009,21:50
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,4/2/2010,5/21/2010,10/24/2009,21:50
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,10/12/2009,10/30/2009,10/27/2009,2:22
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,1/18/2010,4/2/2010,10/27/2009,2:22
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,4/2/2010,5/21/2010,10/27/2009,2:22
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,10/12/2009,10/30/2009,1/19/2010,8:06
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,1/18/2010,4/2/2010,1/19/2010,8:06
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,4/2/2010,5/21/2010,1/19/2010,8:06
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,10/12/2009,10/30/2009,2/19/2010,23:54
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,1/18/2010,4/2/2010,2/19/2010,23:54
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,4/2/2010,5/21/2010,2/19/2010,23:54
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,10/12/2009,10/30/2009,3/7/2010,22:14
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,1/18/2010,4/2/2010,3/7/2010,22:14
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,4/2/2010,5/21/2010,3/7/2010,22:14
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,10/12/2009,10/30/2009,3/10/2010,0:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,1/18/2010,4/2/2010,3/10/2010,0:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,4/2/2010,5/21/2010,3/10/2010,0:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,10/12/2009,10/30/2009,4/11/2010,8:16
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,1/18/2010,4/2/2010,4/11/2010,8:16
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,4/2/2010,5/21/2010,4/11/2010,8:16
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU81A,Yes,5.3171843,101.4999589,777081,588286,,10/15/2009,1/13/2010,3/18/2010,5:56
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU81A,Yes,5.3171843,101.4999589,777081,588286,,1/13/2010,5/18/2010,3/18/2010,5:56
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB030D,No,5.80277974,101.5148758,778506,642022,,12/25/2010,3/20/2011,3/4/2011,23:31
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB030D,No,5.80277974,101.5148758,778506,642022,,12/25/2010,3/20/2011,3/5/2011,13:02
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB030D,No,5.80277974,101.5148758,778506,642022,,12/25/2010,3/20/2011,1/16/2011,3:19
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/2010,3/20/2011,3/17/2011,21:18
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/2010,3/20/2011,2/16/2011,0:57
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/2010,3/20/2011,2/13/2011,4:49
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/2010,3/20/2011,2/11/2011,21:04
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/2010,3/20/2011,2/9/2011,22:23
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/2010,3/20/2011,2/9/2011,4:01
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/2010,3/20/2011,2/2/2011,3:04
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/2010,3/20/2011,1/19/2011,21:34
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/2010,3/20/2011,3/11/2011,5:05
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/2010,3/20/2011,1/12/2011,23:00
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB032D,No,5.80095274,101.548128,782192,641836,,9/25/2010,12/22/2010,10/11/2010,21:00
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB032D,No,5.80095274,101.548128,782192,641836,,9/25/2010,12/22/2010,10/12/2010,20:14
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB032D,No,5.80095274,101.548128,782192,641836,,9/25/2010,12/22/2010,10/12/2010,22:42
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB032D,No,5.80095274,101.548128,782192,641836,,9/25/2010,12/22/2010,10/23/2010,20:41
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB032D,No,5.80095274,101.548128,782192,641836,,9/25/2010,12/22/2010,9/29/2010,23:49
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB033B,No,5.80438773,101.5659262,784163,642225,,12/22/2010,3/29/2011,12/27/2010,21:46
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB033D,No,5.8011332,101.5646072,784018,641864,,9/25/2010,11/6/2010,10/25/2010,6:13
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB034C,No,5.80177869,101.575676,785245,641941,,10/3/2010,12/30/2010,10/10/2010,17:21
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB035B,No,5.80801089,101.5979368,787708,642642,,10/3/2010,12/30/2010,10/6/2010,9:36
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB035B,No,5.80801089,101.5979368,787708,642642,,10/3/2010,12/30/2010,10/18/2010,0:34
